filename,length,chroma_stft_mean,chroma_stft_var,rms_mean,rms_var,spec_cent_mean,spec_cent_var,spec_bw_mean,spec_bw_var,rolloff_mean,rolloff_var,zcr_mean,zcr_var,harmony_mean,harmony_var,perceptr_mean,perceptr_var,tempo,mfcc1_mean,mfcc1_var,mfcc2_mean,mfcc2_var,mfcc3_mean,mfcc3_var,mfcc4_mean,mfcc4_var,mfcc5_mean,mfcc5_var,mfcc6_mean,mfcc6_var,mfcc7_mean,mfcc7_var,mfcc8_mean,mfcc8_var,mfcc9_mean,mfcc9_var,mfcc10_mean,mfcc10_var,mfcc11_mean,mfcc11_var,mfcc12_mean,mfcc12_var,mfcc13_mean,mfcc13_var,mfcc14_mean,mfcc14_var,mfcc15_mean,mfcc15_var,mfcc16_mean,mfcc16_var,mfcc17_mean,mfcc17_var,mfcc18_mean,mfcc18_var,mfcc19_mean,mfcc19_var,mfcc20_mean,mfcc20_var,label
blues.00010.wav,30,0.30396512,0.094712496,0.14286481,0.009196141,1410.675357005059,205315.13239418366,1512.9717892551319,144928.97087241753,2767.5082652561437,1425856.5934589223,0.06298072271671827,0.00044122267994763987,0.5398275,16.580736,0.44781578,3.0109797,161.4990234375,-173.71587,8138.2397,137.14024,1082.1228,-23.767645,1027.1763,26.991734,495.6007,-16.687658,289.83563,4.214371,159.72736,-12.582616,150.50359,5.854557,82.49843,-2.8846714,108.59121,-1.1866823,65.60451,-1.9771532,55.480892,1.8001543,57.964077,-3.0044107,93.71366,-1.8699361,40.15043,-0.79626805,49.73985,-3.0132642,62.97738,-0.43592542,57.064495,-2.0018098,55.616142,-0.7466386,47.20888,-5.001238,46.481213,blues
blues.00011.wav,30,0.36580706,0.102006614,0.065684564,0.0025005445,1353.329119184995,511903.7113762627,1757.3310045214207,220219.00007832752,2882.31590436339,2932662.4647420235,0.04395891785990712,0.001896140560074861,0.1773969,3.8629906,0.1445918,0.51666445,161.4990234375,-287.92355,5935.973,123.97102,993.7331,5.4561224,302.1008,33.684544,344.13184,1.0892011,441.54025,14.704721,235.5728,-4.898606,149.25542,8.6532755,189.14641,0.7827978,148.787,6.5667357,114.196266,-4.87944,93.83295,-3.1806588,84.24376,-5.557003,65.37901,-6.786621,60.80124,-2.644233,55.526436,-2.9824317,54.493954,-3.3811383,39.859737,-1.8614974,46.854073,1.8359203,37.068073,-4.8965116,28.102959,blues
blues.00012.wav,30,0.2693326,0.0939093,0.11902389,0.0040568495,1361.1004059487084,257055.09876617204,1567.6007715022947,44930.899997679706,2739.791766187355,952584.560432031,0.06912392064144737,0.002381275203555497,0.41429478,9.529052,0.31337154,2.0057068,92.28515625,-207.20874,4578.1455,132.79709,665.3489,-15.460706,935.92395,60.99486,330.60004,0.71024126,314.05115,12.461279,101.190994,1.1609277,108.01185,-1.5278946,111.69128,-17.901815,96.419975,8.369234,94.78234,-2.4538186,139.7199,-0.59668887,92.63353,0.36881664,86.18086,2.6052277,53.754993,-5.193015,45.88703,-9.530149,69.32627,-9.2374,63.613003,-2.8406756,68.8618,-1.4114445,112.5796,-5.9310284,91.534615,blues
blues.00013.wav,30,0.2647263,0.09117027,0.11318897,0.0041914484,1324.3317543042797,171640.59815027614,1827.3844642954136,78116.61796125767,2710.3669441152283,1075616.7903566298,0.051417300575657895,0.0012560154024389564,0.36776277,9.687632,0.2548564,1.2546653,107.666015625,-209.78221,1969.8452,124.46592,542.4456,10.285806,661.9417,47.030174,148.28586,6.4823847,101.97602,15.417021,146.30325,-2.0100777,69.42921,6.735786,76.00194,-21.54862,96.43982,10.7284975,95.85311,-5.5324316,90.72551,-2.202038,59.21689,-3.051727,52.383514,8.64402,71.820015,-0.31084582,68.63889,-0.6361447,88.6315,-2.9359381,97.457726,-1.706597,104.32184,-1.7654226,88.90185,-7.755964,113.95143,blues
blues.00014.wav,30,0.32904086,0.1080476,0.06693625,0.0027087945,1172.2763006898917,147284.80394403008,1705.8583766665488,96366.9816707413,2345.777482071159,877026.8914307908,0.045045834945820436,0.0015610299115303048,0.22222292,3.6004715,0.16141805,0.9341088,151.99908088235293,-305.69855,8198.814,113.04164,681.4012,12.114901,1463.6697,45.039444,224.74263,17.73924,249.00208,14.59463,154.72269,4.1571283,157.6241,0.24009794,166.76407,-7.013088,97.56585,13.649843,76.86334,8.923058,89.99378,1.30169,62.738995,5.9521284,64.35733,8.542283,76.047966,1.1171257,137.10913,0.5882187,67.646996,0.060077347,96.65096,-3.706519,65.65768,-1.0018841,89.35327,-1.8044136,113.55593,blues
blues.00015.wav,30,0.27034655,0.09533811,0.080638945,0.0028313375,1420.41147890575,200099.3341382308,1730.9171014728959,81321.46446967262,2930.240614569224,700506.7356681537,0.0637176797116873,0.0019420992387825483,0.25959012,3.6242235,0.26174673,1.7860168,99.38401442307692,-238.53304,4382.781,120.08829,728.52594,-4.2245555,979.5506,42.310043,383.17078,5.9163294,298.8771,13.914182,117.46454,5.3575773,119.66445,1.9037088,143.89613,-16.92988,89.88304,12.339311,76.274216,3.9409604,81.66872,-1.3906771,60.912,0.014792085,60.609447,3.5804954,89.55493,-4.5049934,101.94872,-5.541951,77.47022,-6.8830776,93.63776,-4.8263903,65.747604,1.7385828,78.30476,-1.8840166,131.21451,blues
blues.00016.wav,30,0.30829644,0.1003423,0.08141902,0.0026416704,1455.0424717867643,152403.6597747723,1825.909025351127,116846.11116306593,3009.9651324859715,1011007.1606190647,0.061350725014512386,0.0014195843289450563,0.27482867,3.453579,0.27572787,1.8468691,103.359375,-233.79489,4961.9673,120.66705,562.2368,-3.167561,1208.0558,39.53927,396.44153,3.8588552,283.7276,18.839672,156.19809,-3.6889172,100.37777,4.4318447,111.57426,-14.975374,101.50374,17.571035,102.174225,1.8447447,108.61663,2.5386066,66.41245,-1.2386856,65.0766,8.439363,65.01317,-0.20983858,59.155827,-3.9067852,77.80613,-4.478641,82.36954,-0.012232152,85.382,1.2932649,83.646126,-2.0874293,100.742355,blues
blues.00017.wav,30,0.30223948,0.09343901,0.09325911,0.0021518227,1088.7781164059863,231785.6264779626,1410.8359525955855,69785.77647923252,2134.7537581027477,1081844.543650769,0.04832397083010836,0.0008456542090873088,0.31302413,5.161415,0.25601098,1.1728933,161.4990234375,-245.75414,5194.7935,140.48093,800.78485,-2.7714393,795.8157,60.42012,360.8053,18.9254,234.98946,9.8371,99.75718,3.5665774,118.610176,0.5361875,93.123634,-16.36736,129.03683,6.6298547,105.27246,7.269149,96.740395,-4.0157304,71.34584,1.6074536,72.96798,5.898682,78.70367,-3.0176077,56.051174,-4.7748995,58.410374,-3.0270703,65.67619,-1.9985329,64.96265,-0.058759034,62.87211,-3.9718897,64.753746,blues
blues.00018.wav,30,0.2700793,0.09769908,0.07964064,0.002956753,1537.5609195096495,193292.82603926858,2054.2241656657015,145539.22960371614,3495.4621967516446,1829696.320142,0.056131935710139316,0.0017231547321391286,0.25671476,5.295489,0.17340878,0.81305814,83.35433467741936,-252.51877,2874.9692,104.93699,604.2528,15.31683,661.88116,42.673473,162.58301,6.7626176,92.88925,21.623579,117.17877,-1.313277,73.517586,5.691932,100.46526,-16.619516,125.3279,12.161626,123.602264,-1.96795,52.15249,1.9697651,64.68708,-0.88895833,48.6766,7.771046,71.50581,2.3869514,101.93585,1.7799876,93.14768,1.3449866,131.86717,3.6371133,181.78679,4.9108076,151.7624,-2.6554036,96.51001,blues
blues.00019.wav,30,0.2573595,0.09602576,0.09763429,0.0025787195,1195.413398088498,249722.36472998222,1480.9442636776544,46905.40599505901,2235.2114839819565,1208625.5855992353,0.05887114817143963,0.0017991580841696208,0.31934798,5.0406175,0.27473813,1.9842974,123.046875,-236.6889,5581.0386,138.40428,536.6804,-4.923575,1167.7819,47.647713,311.42264,5.152376,466.60547,8.895284,91.67126,0.4828562,98.10478,-3.801668,158.8907,-14.974891,77.30144,10.432588,104.572296,-0.3539617,134.39224,0.78834546,80.471214,1.7829303,78.01248,4.2302113,73.669174,-0.47101703,63.34274,-6.1056542,80.78577,-5.3870773,95.52782,-1.3430609,92.688385,-3.722793,72.5649,-4.3624997,66.79816,blues
blues.00020.wav,30,0.30279943,0.09436096,0.07535405,0.0024883726,1389.9522839792385,102922.35405266788,1911.3143994084112,88742.93378495154,3005.7401580338137,946450.7362797129,0.05256015080785604,0.0006156241764708421,0.25420368,3.480909,0.23324084,1.141386,135.99917763157896,-230.42657,2986.131,127.100525,397.4259,7.145355,599.62573,39.784317,175.5543,1.9449425,115.78239,17.40534,100.240906,-5.639429,79.46399,8.25213,69.348114,-18.104385,59.99348,13.842513,72.72495,-3.760913,71.60434,2.5718598,74.565765,-4.3208055,62.636513,6.8123913,61.899128,-6.159839,60.672516,-6.2154546,49.643593,-4.511593,52.815685,-1.8506044,72.64506,-0.5394865,94.1784,1.504397,73.87875,blues
blues.00021.wav,30,0.3211421,0.10328489,0.101118095,0.00323196,1046.7275069736024,291681.50768477796,1480.5791609888777,70101.96381317616,1831.1222607875386,1349312.3117367646,0.04793735185274768,0.002331948338808487,0.31357908,6.3745656,0.2547597,1.719785,99.38401442307692,-264.67847,6345.582,138.85834,1002.2855,11.156024,1284.3696,48.538254,371.27933,14.895925,248.2447,20.584368,130.10916,3.2051423,120.0555,1.2625881,104.491005,-15.847021,95.40044,15.986576,85.191086,3.3616717,79.19172,-1.5137409,71.92619,1.892155,70.07034,6.3119216,68.553055,-0.9948621,82.19373,-2.4167247,89.57963,-3.6847513,93.97978,0.4993974,119.295204,5.050747,117.77329,-0.78670317,148.60567,blues
blues.00022.wav,30,0.306442,0.09801651,0.1134315,0.0036868474,1156.2023633789843,314244.48283062753,1497.758883945868,59086.451524799544,2170.511875211639,1331126.0202191295,0.05861340218653251,0.002867745893127177,0.38382933,7.514906,0.30916083,2.4648936,99.38401442307692,-233.85751,6495.1147,136.17209,959.6316,3.2713184,1162.2152,48.931213,384.2662,8.685134,304.38773,13.97951,165.42633,5.354868,105.526024,0.39087018,127.749626,-13.504575,151.53041,16.856106,82.794945,5.130938,114.41353,-2.2318797,77.30099,3.9640331,65.94775,5.3183618,83.333374,0.8122657,101.05715,-1.0979141,80.33737,-4.539752,78.6839,-2.434786,100.37828,3.3134494,119.25771,-0.6142793,143.42169,blues
blues.00023.wav,30,0.28072092,0.091165304,0.101914905,0.0035603042,1210.4571259435063,131830.44276822984,1498.05460931971,51648.6241764997,2522.5430798604393,610244.5789439466,0.052482675841718264,0.0010882949479228713,0.38978863,6.6397276,0.25975245,1.6643136,95.703125,-227.26886,4148.341,137.7307,506.42682,-14.493466,1246.3402,63.555702,210.88124,5.612641,152.67918,11.98464,93.664665,1.885552,102.624985,-1.8633763,87.26729,-7.6205554,97.58157,-2.4471745,97.68807,-2.8867247,104.081825,-9.429529,87.9641,-10.923913,115.4956,3.562558,68.98667,4.1377068,77.07603,0.0955438,45.250446,-2.9725447,66.83941,-1.378875,82.56453,7.541176,93.44997,-3.0374627,74.076614,blues
blues.00024.wav,30,0.26310804,0.09998006,0.08696161,0.0025120887,1120.390980570654,176408.83598996626,1447.852625361356,53821.61390767093,2325.127606938129,1139107.8707744433,0.047297899937113,0.0010792057276398255,0.28044802,5.012162,0.2105989,1.3321376,103.359375,-274.31186,5919.1855,130.41371,500.65375,-6.3927994,1342.4633,70.405014,311.40585,13.269141,230.56917,9.461284,155.49146,7.7256403,121.5168,-1.247491,150.22717,-0.57758826,94.16159,-2.3025885,68.89307,3.7831476,76.78567,0.08482337,73.574776,-0.9394364,126.72962,2.2965147,63.184307,4.2883782,69.64933,-1.661862,47.919437,-10.444594,49.094513,-6.7975335,39.42272,-1.0660518,44.258198,-1.5959947,83.5063,blues
blues.00025.wav,30,0.29098073,0.09107313,0.089179605,0.0031165641,1109.7213787799803,138691.39692746056,1463.5390705223128,37834.71867103948,2243.744765715702,838855.8213959961,0.05172493288022446,0.0013392907439446057,0.30587223,5.1760936,0.22749852,1.351474,92.28515625,-249.2894,3981.3374,130.98703,338.3749,0.6773901,1580.2115,66.68578,298.57275,17.897806,183.4857,4.623737,173.33118,6.5983076,96.4496,1.2490501,98.33234,1.4163896,75.7444,-1.579142,91.78507,-0.96266294,101.23713,-3.5719957,85.181595,-2.9279814,86.33533,4.596818,62.489933,7.478901,91.719864,-0.18313688,100.58823,-2.8253267,87.399216,-2.6788447,77.31982,0.7485471,75.997215,-0.5342602,67.66801,blues
blues.00026.wav,30,0.27866608,0.09501959,0.076938555,0.0059182495,1198.75449899439,161883.0343755373,1573.0851135850246,83785.47001839016,2478.8266775408765,991671.4782796679,0.051987591911764705,0.0014876887308098842,0.22090593,6.452528,0.18541037,1.5012146,83.35433467741936,-284.69733,6197.202,108.80517,676.24036,9.088286,1446.0851,51.222736,295.75232,18.09176,210.405,7.6122584,181.81792,8.779501,121.39312,2.3628287,103.10532,0.005785774,93.51632,2.2509668,106.174225,4.2050986,84.32891,-3.2933164,97.7017,1.6082977,68.53465,2.6657817,74.02867,3.3244853,91.34881,3.2600784,115.49824,-4.5583105,137.14719,0.47801903,105.82277,5.929787,140.53677,3.2283401,169.6878,blues
blues.00027.wav,30,0.28870454,0.09416199,0.09572528,0.0021939378,1391.4439038360053,200153.14307254204,1494.850833863751,43500.50383407571,2811.1413347462753,541210.865487979,0.07235897288602941,0.0025428603270127243,0.38119337,5.859284,0.2237989,1.2046115,95.703125,-228.25066,2813.7727,130.3444,689.3132,-23.29129,927.4456,70.1721,396.89304,1.1422709,181.81033,7.6024485,153.58536,0.90993816,100.30611,1.9782512,88.57641,-6.167008,61.917263,-9.396024,85.992905,-2.5628407,107.9189,-4.522894,59.029335,-0.26295033,67.83878,0.17933404,57.068455,-1.5074475,79.24757,1.4652517,80.53511,-6.9718475,65.00929,-8.32218,91.866615,4.2389526,119.76224,0.9814862,132.0349,blues
blues.00028.wav,30,0.27601087,0.09885108,0.09958247,0.004105067,1115.5411951585745,105590.0004034893,1398.509383586497,52819.38502892928,2290.3194840847523,638308.461004343,0.04802843217879257,0.0008170362000089285,0.3277624,6.2696958,0.24847981,2.0521832,103.359375,-248.98674,4964.012,139.0672,398.1533,-16.2825,1166.4851,57.117985,328.96716,20.192654,158.32239,10.188038,133.31969,4.5439763,126.42127,0.33127898,118.3593,-7.87795,69.86435,-3.4479153,68.50501,-2.646489,79.38818,-2.8313823,66.70068,-0.9021665,95.47379,-2.4017205,55.00629,2.567503,62.28276,-5.855444,46.459087,-12.398049,55.854603,-7.310066,37.52538,-0.9439507,48.639015,-2.6873753,86.72538,blues
blues.00029.wav,30,0.280554,0.1056601,0.124669306,0.004816713,1649.2877535717137,712532.7954505743,2190.221833196449,185313.2821853932,3761.610587388738,4160715.0657427623,0.05292636174535604,0.0032485986014382977,0.39073825,12.799765,0.21993716,1.0553871,129.19921875,-233.75082,3688.1726,101.178276,885.6455,17.649765,375.47626,23.733782,219.35905,2.0820308,227.6856,25.941927,135.67427,-16.958855,339.3887,15.098037,113.49167,-22.278717,98.38819,4.3951244,122.584,-23.207405,167.40904,-6.0571737,81.73056,-5.068858,80.94343,1.0673932,99.95623,-5.7853684,88.89909,-8.311131,84.26984,-11.389136,98.33857,-6.7279496,96.658005,-10.025587,73.93482,-14.032895,77.867134,blues
blues.00030.wav,30,0.2631294,0.09437653,0.17003015,0.0031940818,1378.9657770217902,551395.1992134332,2003.5852166131267,269771.1610796898,3015.0567683642125,4576870.003627484,0.03937580120452786,0.0009461477223050415,0.56168425,20.711765,0.24005736,1.2622048,151.99908088235293,-206.96808,2024.88,117.792984,763.9998,23.23588,281.31088,28.297827,261.38812,-1.1239152,195.00304,18.862036,161.00206,-21.949682,212.00827,17.849985,137.38489,-25.585644,200.23985,2.1299253,103.03088,-17.794416,72.98914,-8.015903,60.389107,-17.607277,72.86487,-8.139437,85.65268,-8.648128,115.33906,-15.528326,85.82958,-15.317337,78.128654,-9.66383,97.2892,-10.0986805,55.275505,-17.833733,91.00573,blues
blues.00031.wav,30,0.2536384,0.09931722,0.1515323,0.0031942243,1331.0365912351629,352283.5008468634,1973.648646334937,234479.41703609444,2900.174129710478,3709681.5878652786,0.04296723829334365,0.0010965169375924686,0.50136197,17.676304,0.1858785,0.7016116,151.99908088235293,-221.83113,2512.0027,110.83949,586.34436,18.616821,190.01865,30.920137,180.62456,3.295923,221.5046,22.587362,100.64535,-20.41635,318.4843,12.118737,114.580956,-26.350498,108.650635,-4.367485,102.306984,-26.413198,128.5556,-13.045098,107.55754,-12.654766,146.32324,-1.8243437,95.10137,-7.258695,110.87032,-6.661086,108.997314,-14.686605,103.24188,-11.720062,115.85706,-11.023767,118.57158,-13.388401,98.61669,blues
blues.00032.wav,30,0.27626824,0.097394675,0.101156905,0.0039353627,1309.6646972851765,756704.2964527352,1883.0626115425844,284392.7482535007,2765.658276442773,4690041.849954003,0.03939318583107585,0.003160470486239146,0.30663705,9.786204,0.11791037,0.36440295,123.046875,-288.8077,5313.4185,105.89604,830.0834,18.777039,434.1107,23.710392,341.7813,5.7118816,380.5854,25.549088,164.51231,-13.47376,228.24864,12.428973,125.7541,-11.942034,195.75438,1.5714256,132.40996,-15.635912,126.260956,-6.6506157,81.47689,-11.713253,102.09924,-2.9383886,105.30123,-7.3725796,82.10545,-15.697483,54.529987,-10.9741535,61.243996,-10.8895445,45.00466,-18.505476,55.91434,-19.103352,75.39776,blues
blues.00033.wav,30,0.26082012,0.094856896,0.13312429,0.0022508863,1430.5981943666884,701367.881564641,2075.6524159896258,275370.87282431894,3246.7553673144835,5571118.867750748,0.04196988982681889,0.0014401763411364605,0.43938854,12.903881,0.20205845,0.81618404,151.99908088235293,-239.03807,3226.964,108.65722,821.0204,34.15189,279.34457,30.23917,301.7252,-0.47574347,236.93358,27.292637,140.60176,-21.379398,286.85977,14.150509,139.08746,-24.510178,117.4913,-1.8840464,179.24117,-28.050291,127.14597,-11.25665,87.69684,-16.47693,90.46302,-7.637186,79.016716,-12.799123,63.395386,-15.357241,82.00409,-13.729804,141.13153,-7.3977785,68.78946,-10.089319,70.45002,-13.29154,87.91072,blues
blues.00034.wav,30,0.2621187,0.099052005,0.13591798,0.0032276667,1536.731078131004,341154.4551592649,2157.058611737129,161035.5293762809,3600.91989239672,3714513.048879179,0.04570040392801858,0.0006915647326379664,0.45050386,12.846327,0.23785417,1.4118974,129.19921875,-217.23868,3598.8252,105.792366,534.31055,15.617071,358.48257,25.256382,219.50215,-1.4402744,216.11087,30.18982,117.58458,-17.71522,223.76323,17.318172,126.61124,-27.209528,112.305305,4.339167,177.40923,-20.059492,115.37899,-10.695943,70.951004,-14.220667,105.017136,-5.1562176,83.052475,-3.4732654,101.24438,-6.189413,66.56049,-15.326928,116.120926,-6.845921,93.47793,-9.82767,90.83837,-13.943093,92.89318,blues
blues.00035.wav,30,0.28824988,0.09656212,0.17330876,0.0033393702,1507.1047290270294,414238.39192348864,2096.7176285148644,247054.30834276878,3405.4127412683824,4185025.596181414,0.045430186363196595,0.0005743032686207303,0.6501353,20.088404,0.30245435,1.7094812,129.19921875,-171.8102,1941.8174,120.280624,693.75525,15.3275385,269.31125,21.09045,146.60182,-5.4192967,175.03789,24.189465,119.29737,-24.138222,145.6258,18.551981,100.66524,-22.348904,139.48067,1.3031775,115.71823,-20.763931,68.09528,-4.9888525,81.4443,-17.118925,86.4855,-7.886534,62.948082,-15.308929,43.373768,-9.351313,49.52811,-8.913866,42.973816,-8.52509,57.218,-14.333633,57.13078,-19.933723,48.65677,blues
